name,light_years_from_earth,planet_mass,stellar_magnitude,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,pl_name,solar_system_name,planet_discovery_method,planet_orbital_inclination,host_temperature,host_radius,host_mass,right_ascension,declination
hd 110113 c,347.0,10.5 Earths,10.09,Neptune-like,0.288 x Jupiter,0.068 AU,6.7 days,0.05,hd 11506 c,HD 11506,Radial Velocity,,6030.0,1.34,1.24,01h52m50.56s,-19d30m26.63s
hd 111232 b,94.0,7.14 Jupiters,7.59,Gas Giant,1.13 x Jupiter,1.97 AU,3.1 years,0.2,hd 115954 b,HD 115954,Radial Velocity,0.06,5957.0,1.21,1.18,13h19m56.49s,+38d22m08.90s
hd 111591 b,372.0,4.4 Jupiters,6.417,Gas Giant,1.15 x Jupiter,2.5 AU,2.9 years,0.26,hd 116029 b,HD 116029,Radial Velocity,,4819.0,4.89,0.83,13h20m39.53s,+24d38m54.50s
hd 111998 b,108.0,4.51 Jupiters,6.11006,Gas Giant,1.15 x Jupiter,1.82 AU,2.3 years,0.03,hd 116029 c,HD 116029,Radial Velocity,,4951.0,4.6,1.33,13h20m39.53s,+24d38m54.50s
hd 112640 b,1055.0,5 Jupiters,6.53649,Gas Giant,1.15 x Jupiter,1.7 AU,1.7 years,0.24,hd 117207 b,HD 117207,Radial Velocity,,5732.0,1.07,1.05,13h29m20.85s,-35d34m16.69s
hd 113337 b,118.0,2.83 Jupiters,6.02078,Gas Giant,1.18 x Jupiter,0.92 AU,324 days,0.46,hd 11755 b,HD 11755,Radial Velocity,,4312.0,20.58,0.72,01h58m49.88s,+73d09m07.69s
hd 113538 b,53.0,0.36 Jupiters,9.05,Gas Giant,1.18 x Jupiter,1.24 AU,1.8 years,0.14,hd 117618 b,HD 117618,Radial Velocity,,5990.0,1.2,1.08,13h32m25.59s,-47d16m18.86s
hd 113538 c,53.0,0.93 Jupiters,9.05,Gas Giant,1.24 x Jupiter,2.44 AU,5 years,0.2,hd 118203 b,HD 118203,Radial Velocity,,5864.0,2.06,1.84,13h34m02.39s,+53d43m41.48s
hd 113996 b,379.0,6.3 Jupiters,4.77044,Gas Giant,1.14 x Jupiter,1.6 AU,1.7 years,0.28,hd 11964 b,HD 11964,Radial Velocity,,5303.0,2.01,0.91,01h57m09.22s,-10d14m36.49s
hd 114386 b,91.0,1.14 Jupiters,8.73,Gas Giant,1.22 x Jupiter,1.73 AU,2.6 years,0.23,hd 11964 c,HD 11964,Radial Velocity,,5303.0,2.01,0.91,01h57m09.22s,-10d14m36.49s
hd 114613 b,66.0,0.357 Jupiters,4.85,Gas Giant,1.17 x Jupiter,5.34 AU,11 years,0.46,hd 11977 b,HD 11977,Radial Velocity,,4970.0,10.09,1.91,01h54m56.34s,-67d38m49.15s
hd 114729 b,123.0,0.825 Jupiters,6.68,Gas Giant,1.24 x Jupiter,2.067 AU,3.1 years,0.08,hd 120084 b,HD 120084,Radial Velocity,,4892.0,9.12,2.39,13h42m38.88s,+78d03m52.70s
hd 114762 b,131.0,10.69 Jupiters,7.3,Gas Giant,1.11 x Jupiter,0.36 AU,83.9 days,0.34,hd 121504 b,HD 121504,Radial Velocity,,6027.0,1.07,1.62,13h57m16.78s,-56d02m25.47s
hd 114783 b,69.0,1.1 Jupiters,7.56,Gas Giant,1.23 x Jupiter,1.16 AU,493.7 days,0.14,hd 124330 b,HD 124330,Radial Velocity,,5873.0,1.3,1.15,14h11m16.97s,+54d24m32.30s
hd 114783 c,69.0,0.611 Jupiters,7.56,Gas Giant,1.26 x Jupiter,4.97 AU,11.8 years,0.0,hd 12484 b,HD 12484,Radial Velocity,,5920.0,1.0,1.01,02h02m26.77s,+02d48m56.91s
hd 11506 b,167.0,4.83 Jupiters,7.51,Gas Giant,1.15 x Jupiter,2.9 AU,4.4 years,0.37,hd 125390 b,HD 125390,Radial Velocity,,4850.0,6.47,1.36,14h18m09.30s,+38d58m00.89s
hd 11506 c,167.0,0.408 Jupiters,7.51,Gas Giant,1.27 x Jupiter,0.774 AU,223.4 days,0.19,hd 125595 b,HD 125595,Radial Velocity,,4691.0,0.74,0.29,14h21m22.42s,-40d23m39.28s
hd 115954 b,286.0,8.29 Jupiters,8.34,Gas Giant,1.12 x Jupiter,5.0 AU,10.1 years,0.49,hd 125612 b,HD 125612,Radial Velocity,,5841.0,1.05,1.11,14h20m53.45s,-17d28m54.53s
hd 116029 b,402.0,1.4 Jupiters,7.88,Gas Giant,1.21 x Jupiter,1.65 AU,1.8 years,0.0,hd 125612 c,HD 125612,Radial Velocity,,5841.0,1.05,1.11,14h20m53.45s,-17d28m54.53s
hd 116029 c,402.0,1.27 Jupiters,7.88,Gas Giant,1.22 x Jupiter,Unknown,2.5 years,0.04,hd 125612 d,HD 125612,Radial Velocity,,5841.0,1.05,1.11,14h20m53.45s,-17d28m54.53s
hd 117207 b,106.0,1.926 Jupiters,7.26,Gas Giant,1.2 x Jupiter,3.787 AU,7.2 years,0.16,hd 12648 b,HD 12648,Radial Velocity,,4835.0,11.02,0.67,02h18m59.54s,+85d44m11.52s
hd 11755 b,767.0,5.63 Jupiters,6.88269,Gas Giant,1.14 x Jupiter,1.09 AU,433.7 days,0.19,hd 126525 b,HD 126525,Radial Velocity,,5638.0,0.98,0.9,14h27m32.46s,-51d55m58.48s
hd 117618 b,123.0,0.174 Jupiters,7.17,Gas Giant,0.766 x Jupiter,0.18 AU,25.8 days,0.15,hd 12661 b,HD 12661,Radial Velocity,,5645.0,1.2,1.2,02h04m34.16s,+25d24m48.83s
hd 118203 b,301.0,2.79 Jupiters,8.05,Gas Giant,1.18 x Jupiter,0.07 AU,6.1 days,0.31,hd 12661 c,HD 12661,Radial Velocity,,5748.0,1.11,1.02,02h04m34.16s,+25d24m48.83s
hd 11964 b,109.0,0.622 Jupiters,6.41525,Gas Giant,1.26 x Jupiter,3.16 AU,5.3 years,0.04,hd 126614 b,HD 126614,Radial Velocity,,5568.0,1.32,1.26,14h26m48.12s,-05d10m42.27s
hd 11964 c,109.0,25 Earths,6.41525,Neptune-like,0.48 x Jupiter,0.229 AU,37.9 days,0.3,hd 128311 b,HD 128311,Radial Velocity,,4965.0,0.76,0.83,14h36m00.78s,+09d44m43.57s
hd 11977 b,222.0,6.54 Jupiters,4.68,Gas Giant,1.13 x Jupiter,1.93 AU,1.9 years,0.4,hd 128311 c,HD 128311,Radial Velocity,,4965.0,0.76,0.83,14h36m00.78s,+09d44m43.57s
hd 120084 b,336.0,4.5 Jupiters,5.90686,Gas Giant,1.15 x Jupiter,4.3 AU,5.7 years,0.66,hd 128356 b,HD 128356,Radial Velocity,,4875.0,0.85,0.65,14h37m04.87s,-25d48m11.42s
hd 121504 b,136.0,1.51 Jupiters,7.54,Gas Giant,1.21 x Jupiter,0.33 AU,63.3 days,0.03,hd 129445 b,HD 129445,Radial Velocity,,5605.0,1.18,0.99,14h46m02.50s,-68d45m46.76s
hd 124330 b,196.0,0.75 Jupiters,7.88,Gas Giant,1.25 x Jupiter,0.86 AU,270.7 days,0.34,hd 130322 b,HD 130322,Radial Velocity,,5387.0,0.85,0.92,14h47m32.59s,-00d16m55.48s
hd 12484 b,158.0,2.98 Jupiters,8.18,Gas Giant,1.17 x Jupiter,0.297 AU,58.8 days,0.07,hd 131496 b,HD 131496,Radial Velocity,,4846.0,4.44,1.34,14h53m23.08s,+18d14m06.94s
hd 125390 b,501.0,22.16 Jupiters,8.21,Gas Giant,1.07 x Jupiter,3.16 AU,4.8 years,0.59,hd 131664 b,HD 131664,Radial Velocity,,5892.0,1.08,1.19,15h00m06.11s,-73d32m06.84s
hd 125595 b,92.0,6.3566 Earths,9.03,Neptune-like,0.214 x Jupiter,0.08 AU,9.7 days,0.0,hd 13167 b,HD 13167,Radial Velocity,,5671.0,2.39,1.35,02h08m13.83s,-24d41m44.07s
hd 125612 b,188.0,3.1 Jupiters,8.31,Gas Giant,1.17 x Jupiter,1.372 AU,1.5 years,0.46,hd 13189 b,HD 13189,Radial Velocity,,4175.0,38.41,2.24,02h09m40.18s,+32d18m59.24s
hd 125612 c,188.0,17.48065 Earths,8.31,Neptune-like,0.389 x Jupiter,0.0524 AU,4.2 days,0.05,hd 132406 b,HD 132406,Radial Velocity,,5783.0,1.34,1.03,14h56m54.63s,+53d22m51.46s
hd 125612 d,188.0,7.28 Jupiters,8.31,Gas Giant,1.13 x Jupiter,4.06 AU,7.8 years,0.12,hd 132563 b,HD 132563,Radial Velocity,,6289.0,1.3,1.23,14h58m21.43s,+44d02m34.29s
hd 12648 b,594.0,1.96 Jupiters,6.98656,Gas Giant,1.2 x Jupiter,0.54 AU,133.6 days,0.04,hd 133131 a b,HD 133131 A,Radial Velocity,,5799.0,0.96,0.95,15h03m35.63s,-27d50m35.29s
hd 126525 b,123.0,0.237 Jupiters,7.85,Gas Giant,0.919 x Jupiter,1.837 AU,2.6 years,0.04,hd 133131 a c,HD 133131 A,Radial Velocity,,5799.0,0.96,0.95,15h03m35.63s,-27d50m35.29s
hd 126614 b,238.0,0.41 Jupiters,8.81,Gas Giant,1.27 x Jupiter,2.37 AU,3.4 years,0.41,hd 133131 b b,HD 133131 B,Radial Velocity,,5805.0,0.99,0.93,15h03m35.99s,-27d50m29.74s
